AgriPulse_India_2000_2026,,,,,,,,,,
,,,,,,,,,,
ID,State_Region,YEAR,CROP-TYPE,SOIL_TYPE,SOIL_PH,FERTILIZER(KG/HA),PESTICIDE(KG/HA),AVG_YIELD,TEMP,RAIN
1888,MP,2024,Soybean,Medium_Black,7.4,155,2.2,29.8,29.3,595
1889,Rajasthan,2025,Wheat,Sandy_Loam,7.8,135,1.9,48.2,20.5,1435
1890,Karnataka,2026,Maize,Red_Loamy,6.5,185,2.8,54.2,27.6,855
1891,AP,2000,Cotton,Black_Soil,7.6,162,2.4,34.8,25.1,1115
1892,TN,2001,Banana,Alluvial_Loam,6.7,222,3.4,482,23.5,1515
1893,Kerala,2002,Pepper,Red_Loam,5.5,105,1.5,20.5,31.4,435
1894,Bihar,2003,Tobacco,Calcareous_Alluvial,7,148,2.2,38.5,18.1,1015
1895,Assam,2004,Rubber,Forest_Soil,5.4,125,1.8,30.5,24.3,1140
1896,HP,2005,Potato,Mountain_Soil,5.9,205,3.4,335,26.1,850
1897,J_K,2006,Saffron,Karewa_Soil,7.8,85,1.3,0.25,22.4,1390
1898,Odisha,2007,Groundnut,Red_Soil,6.8,148,2.4,39.5,28.7,610
1899,Telangana,2008,Turmeric,Red_Loamy,6.9,198,3.3,93.5,19.8,1080
1900,Chhattisgarh,2009,Rice,Red_Yellow_Soil,6.3,175,2.6,58.2,31.4,430
1901,Punjab,2010,Wheat,Alluvial_Soil,7.2,215,3.3,68.5,25.2,1200
1902,Haryana,2011,Rice,Alluvial_Soil,7.1,202,3,58.2,27.9,740
1903,UP,2012,Sugarcane,Alluvial_Loam,6.8,272,4.4,945,23.6,1440
1904,Maharashtra,2013,Cotton,Black_Regur,7.8,145,2.5,30.2,21.3,1580
1905,Gujarat,2014,Groundnut,Sandy_Loam,7.4,128,1.8,35.5,29.1,540
1906,Karnataka,2015,Maize,Red_Loam,6.4,168,2.4,52.2,26.5,910
1907,AP,2016,Rice,Coastal_Alluvial,6.6,195,3,48.2,24.8,1230
1908,TN,2017,Coconut,Coastal_Sandy,6.7,115,1.5,188,18.2,1050
1909,Kerala,2018,Rubber,Laterite_Soil,5.1,98,1.3,30.5,32.5,390
1910,MP,2019,Soybean,Medium_Black,7.5,155,2,27.2,22.7,1520
1911,Rajasthan,2020,Wheat,Sandy_Loam,7.9,122,1.7,41.2,27.4,760
1912,Bihar,2021,Maize,Alluvial_Loam,7.1,165,2.3,61.5,25.9,1160
1913,Assam,2022,Jute,Alluvial_Clay,5.8,108,1.9,35.2,19.6,940
1914,HP,2023,Apple,Mountain_Soil,6,188,3.7,185,28.3,620
1915,Odisha,2024,Rice,Red_Yellow,6.3,148,2.4,45.8,24.5,1330
1916,Telangana,2025,Turmeric,Black_Soil,7.5,178,2.8,76.5,27.1,820
1917,Punjab,2026,Mustard,Alluvial_Soil,7.3,158,2.1,33.5,23.9,1490
1918,Haryana,2000,Wheat,Alluvial_Soil,7.2,225,3.5,68.2,18.5,1010
1919,UP,2001,Potato,Alluvial_Loam,6.9,258,4.2,342,31.2,480
1920,Maharashtra,2002,Jowar,Regur_Soil,7.7,98,1.4,24.2,25.6,1130
1921,Karnataka,2003,Tobacco,Red_Loamy,6.5,175,2.4,28.5,28.4,720
1922,WB,2004,Tea,Acidic_Alluvial,5.3,195,3,39.5,21.7,1550
1923,AP,2005,Chillies,Black_Soil,7.6,165,2.3,32.5,26.1,890
1924,Kerala,2006,Pepper,Red_Loam,5.5,88,1.2,16.2,24.4,1220
1925,Bihar,2007,Gram,Alluvial_Soil,7.1,125,1.8,25.5,17.8,1150
1926,Assam,2008,Rubber,Forest_Soil,5.4,115,1.6,24.5,32.9,360
1927,HP,2009,Potato,Mountain_Soil,5.9,192,3.4,295,23.1,1480
1928,J_K,2010,Saffron,Karewa_Soil,7.8,68,1,0.22,27.3,810
1929,Odisha,2011,Sugarcane,Coastal_Alluvial,6.8,215,3.8,845,25.4,1180
1930,Telangana,2012,Soybean,Black_Soil,7.4,145,2.2,25.5,20.6,930
1931,Chhattisgarh,2013,Pulses,Red_Yellow_Soil,6.1,118,1.7,20.5,29.8,640
1932,Jharkhand,2014,Potato,Red_Loamy,6.4,168,2.4,260,24.9,1370
1933,Punjab,2015,Rice,Alluvial_Soil,7.2,238,3.7,64.5,26.4,850
1934,Haryana,2016,Mustard,Sandy_Loam,7.6,168,2.5,35.2,22.2,1430
1935,Rajasthan,2017,Bajra,Sandy_Desert,8.3,88,1.3,22.5,19.2,1020
1936,UP,2018,Wheat,Alluvial_Soil,7.1,248,3.9,71.5,30.7,490
1937,Gujarat,2019,Cotton,Black_Soil,7.8,155,2,33.5,25.1,1110
1938,Maharashtra,2020,Sugarcane,Deep_Black,7.9,268,4.3,975,28.6,690
1939,Karnataka,2021,Tobacco,Red_Loamy,6.6,185,2.7,31.5,21.9,1570
1940,WB,2022,Jute,New_Alluvial,6.3,135,2,46.2,26.8,870
1941,TN,2023,Groundnut,Coastal_Sandy,6.8,145,1.9,36.5,24.5,1240
1942,Bihar,2024,Maize,Alluvial_Loam,7.1,168,2.5,65.5,18.3,1050
1943,Kerala,2025,Cardamom,Forest_Soil,5.2,65,1.1,8.5,31.6,440
1944,Assam,2026,Rice,Alluvial_Clay,5.7,152,2.3,47.5,23.4,1530
1945,HP,2000,Wheat,Alluvial_Soil,7.2,175,2.6,56.5,25.8,1120
1946,AP,2001,Cotton,Black_Soil,7.6,155,2.2,33.2,27.1,860
1947,Odisha,2002,Rice,Red_Yellow,6.3,162,2.4,50.2,20.2,1440
1948,Telangana,2003,Turmeric,Black_Soil,7.4,198,3.1,79.5,29.3,590
1949,Punjab,2004,Wheat,Alluvial_Soil,7.3,235,3.8,74.5,18.7,1040
1950,Haryana,2005,Rice,Alluvial_Soil,7.1,225,3.4,65.5,32.4,410
1951,Rajasthan,2006,Mustard,Sandy_Arid,7.8,152,2,40.5,24.2,1180
1952,UP,2007,Sugarcane,Alluvial_Soil,6.8,265,4.6,995,26.7,760
1953,Gujarat,2008,Castor,Sandy_Loam,7.6,142,1.8,45.5,22.5,1350
1954,Maharashtra,2009,Cotton,Black_Regur,7.9,165,2.1,35.5,19.6,1620
1955,Karnataka,2010,Maize,Red_Loam,6.4,178,2.7,62.8,28.9,560
1956,WB,2011,Jute,New_Alluvial,6.3,145,2,50.2,25.4,910
1957,TN,2012,Coconut,Coastal_Sandy,6.7,135,1.7,220,23.6,1270
1958,Bihar,2013,Maize,Alluvial_Loam,7.1,175,2.5,70.8,17.1,1080
1959,Kerala,2014,Coffee,Laterite_Soil,5.4,115,1.6,24.2,33.1,370
1960,HP,2015,Apple,Mountain_Soil,6.1,205,3.2,210,21.4,1580
1961,Assam,2016,Rice,Alluvial_Clay,5.8,155,2.3,51.2,27.8,720
1962,Punjab,2017,Rice,Alluvial_Soil,7.1,245,3.9,68.5,24.3,1190
1963,Haryana,2018,Cotton,Sandy_Loam,7.7,165,2.5,41.2,20.7,950
1964,Rajasthan,2019,Guar,Sandy_Desert,8.4,92,1.4,28.5,30.2,590
1965,UP,2020,Wheat,Alluvial_Soil,7.1,255,4.1,74.8,25.5,1330
1966,Gujarat,2021,Groundnut,Sandy_Loam,7.3,152,2.1,42.5,28.1,770
1967,Maharashtra,2022,Sugarcane,Deep_Black,7.9,275,4.8,978,22.3,1490
1968,MP,2023,Gram,Black_Soil,7.5,145,2,32.5,19.4,1130
1969,WB,2024,Jute,Deltaic_Alluvial,6.3,148,1.9,44.5,31.2,480
1970,AP,2025,Chillies,Black_Soil,7.5,168,2.5,36.2,24.5,1020
1971,Karnataka,2026,Ragi,Red_Loamy,6.2,135,1.8,42.2,26.1,680
1972,TN,2000,Coconut,Coastal_Sandy,6.7,138,2,185,23.8,1560
1973,Kerala,2001,Tea,Laterite_Soil,5.2,205,3.3,44.2,21.9,890
1974,Bihar,2002,Maize,Alluvial_Soil,7,155,2.4,48.5,29.5,1250
1975,Assam,2003,Tea,Acidic_Alluvial,4.9,215,3.6,40.2,25.3,980
1976,HP,2004,Apple,Mountain_Soil,6,208,3.4,185,27.1,1430
1977,Odisha,2005,Rice,Red_Yellow,6.3,165,2.3,50.8,18.4,750
1978,Chhattisgarh,2006,Soybean,Red_Soil,6.2,152,2.1,31.2,30.1,490
1979,Telangana,2007,Cotton,Black_Soil,7.6,175,2.5,34.2,24.6,1140
1980,Uttarakhand,2008,Basmati_Rice,Loamy_Soil,6.6,185,2.7,48.8,26.8,1310
1981,Jharkhand,2009,Pulses,Red_Soil,6.3,125,1.6,24.5,22.5,920
1982,Punjab,2010,Mustard,Alluvial_Soil,7.2,168,2.4,37.2,20.2,1540
1983,Gujarat,2011,Castor,Sandy_Loam,7.5,155,2.2,42.8,28.7,630
1984,Haryana,2012,Wheat,Alluvial_Soil,7.3,238,3.6,72.8,25.9,1060
1985,UP,2013,Sugarcane,Alluvial_Loam,6.9,285,4.8,980,23.2,1410
1986,WB,2014,Rice,Clayey_Alluvial,5.9,182,2.8,61.5,31.7,380
1987,Maharashtra,2015,Cotton,Deep_Black,7.7,165,2.4,36.2,19.8,1280
1988,MP,2016,Soybean,Medium_Black,7.4,158,2.3,30.5,27.6,870
1989,Rajasthan,2017,Wheat,Sandy_Loam,7.8,138,2,49.5,24.4,1190
1990,Karnataka,2018,Maize,Red_Loamy,6.5,188,2.9,55.5,22.1,950
1991,AP,2019,Cotton,Black_Soil,7.6,165,2.5,35.5,28.5,570
1992,TN,2020,Banana,Alluvial_Loam,6.7,225,3.5,495,21.2,1480
1993,Kerala,2021,Pepper,Red_Loam,5.5,105,1.5,20.5,25.4,1040
1994,Bihar,2022,Tobacco,Calcareous_Alluvial,7,148,2.2,38.5,23.9,1310
1995,Assam,2023,Rubber,Forest_Soil,5.4,125,1.8,30.5,22.9,1410
1996,HP,2024,Potato,Mountain_Soil,5.9,205,3.4,335,27.1,830
1997,J_K,2025,Saffron,Karewa_Soil,7.8,85,1.3,0.25,25.6,1150
1998,Odisha,2026,Groundnut,Red_Soil,6.8,148,2.4,39.5,19.3,980
1999,Telangana,2000,Turmeric,Red_Loamy,6.9,198,3.3,94.5,30.8,460
2000,Chhattisgarh,2001,Rice,Red_Yellow_Soil,6.3,175,2.6,58.5,24.5,1340
